analysis_id,client_id,project_id,revenue_id,gross_revenue,actual_cost,net_profit,profit_margin_percentage,resource_cost,operational_cost,tax_cost,discount_cost,profitability_score,profitability_band,analysis_date
PRF00429,CLT038,PRJ014,REV00429,4500141,2538784,1151331.62,31.2,587982,347517,810025.38,42147,97,Medium,27-05-2026
PRF00430,CLT015,PRJ018,REV00430,3284570,1908610,784737.4,29.14,541699,112526,591222.6,16265,68,Medium,28-09-2025
PRF00431,CLT011,PRJ020,REV00431,3261641,1800468,874077.62,32.68,970161,470748,587095.38,54405,86,Medium,29-10-2025
PRF00432,CLT020,PRJ009,REV00432,2950985,2019976,399831.7,16.52,820999,429717,531177.3,57105,54,Low,15-08-2025
PRF00433,CLT011,PRJ003,REV00433,3144385,2385095,193300.7,7.5,583072,112862,565989.3,16552,60,Low,19-11-2025
PRF00434,CLT010,PRJ019,REV00434,3516960,2742467,141440.2,4.9,791515,389284,633052.8,96373,94,Low,30-05-2026
PRF00435,CLT014,PRJ003,REV00435,4199053,1806009,1637214.46,47.55,481308,252152,755829.54,59301,95,High,21-08-2025
PRF00436,CLT040,PRJ017,REV00436,3407162,1757031,1036841.84,37.11,469053,189239,613289.16,15509,99,High,05-03-2026
PRF00437,CLT036,PRJ003,REV00437,3669463,1912519,1096440.66,36.44,617594,321905,660503.34,56828,46,High,06-04-2026
PRF00438,CLT004,PRJ008,REV00438,1891968,877570,673843.76,43.43,464519,383918,340554.24,37747,85,High,25-05-2026
PRF00439,CLT039,PRJ010,REV00439,76062,33512,28858.84,46.27,450281,60919,13691.16,23267,56,High,21-10-2025
PRF00440,CLT005,PRJ006,REV00440,131653,91589,16366.46,15.16,614496,435254,23697.54,45977,74,Low,27-02-2026
PRF00441,CLT017,PRJ016,REV00441,3105880,2204422,342399.6,13.44,829605,275821,559058.4,47109,53,Low,04-09-2025
PRF00442,CLT006,PRJ007,REV00442,3219033,1513962,1125645.06,42.64,933966,288565,579425.94,74273,90,High,09-01-2026
PRF00443,CLT023,PRJ010,REV00443,119918,80664,17668.76,17.97,105337,275613,21585.24,46170,82,Low,06-06-2025
PRF00444,CLT001,PRJ002,REV00444,1205268,665722,322597.76,32.64,518500,101452,216948.24,34243,98,Medium,09-07-2025
PRF00445,CLT020,PRJ020,REV00445,1503762,1192803,40281.84,3.27,652150,281683,270677.16,90981,60,Low,14-11-2025
PRF00446,CLT033,PRJ012,REV00446,3021193,2105364,372014.26,15.02,232053,261257,543814.74,87828,40,Low,11-05-2026
PRF00447,CLT030,PRJ017,REV00447,505889,224547,190281.98,45.87,619364,121514,91060.02,29300,97,High,12-07-2025
PRF00448,CLT010,PRJ010,REV00448,2657941,1076704,1102807.62,50.6,414492,262104,478429.38,63402,51,High,19-03-2026
PRF00449,CLT016,PRJ018,REV00449,3733688,2873735,187889.16,6.14,504562,415770,672063.84,14068,69,Low,22-07-2025
PRF00450,CLT027,PRJ014,REV00450,284634,151001,82398.88,35.3,624957,498706,51234.12,65956,53,High,27-06-2025
PRF00451,CLT023,PRJ017,REV00451,4353734,1873122,1696939.88,47.53,439818,358728,783672.12,76116,62,High,04-09-2025
PRF00452,CLT038,PRJ020,REV00452,3437100,1516544,1301878,46.19,362651,110017,618678,4904,94,High,19-09-2025
PRF00453,CLT005,PRJ015,REV00453,3190041,2548008,67825.62,2.59,190196,355192,574207.38,3177,80,Low,04-12-2025
PRF00454,CLT007,PRJ007,REV00454,1229124,959990,47891.68,4.75,548278,377926,221242.32,49298,95,Low,30-05-2026
PRF00455,CLT005,PRJ019,REV00455,1116967,856982,58930.94,6.43,159399,336230,201054.06,91425,97,Low,10-02-2026
PRF00456,CLT008,PRJ019,REV00456,2256649,1587622,262830.18,14.2,727203,437600,406196.82,80272,99,Low,05-07-2025
PRF00457,CLT006,PRJ018,REV00457,1136027,596234,335308.14,35.99,902875,247776,204484.86,91152,48,High,22-07-2025
PRF00458,CLT028,PRJ014,REV00458,1205702,542878,445797.64,45.09,362062,476047,217026.36,7455,44,High,03-01-2026
PRF00459,CLT004,PRJ005,REV00459,1564927,922293,360947.14,28.13,870932,476468,281686.86,46787,97,Medium,11-10-2025
PRF00460,CLT015,PRJ015,REV00460,2589390,2022913,100386.8,4.73,419751,438973,466090.2,72478,53,Low,03-06-2026
PRF00461,CLT008,PRJ012,REV00461,1240857,515146,502356.74,49.37,119764,250586,223354.26,50418,68,High,27-03-2026
PRF00462,CLT003,PRJ008,REV00462,3232025,1679581,970679.5,36.63,856334,405451,581764.5,37672,94,High,28-02-2026
PRF00463,CLT035,PRJ015,REV00463,4853338,3449649,530088.16,13.32,381802,395626,873600.84,32835,90,Low,15-02-2026
PRF00464,CLT039,PRJ001,REV00464,2624423,1722932,429094.86,19.94,167154,280917,472396.14,23567,56,Low,10-05-2026
PRF00465,CLT018,PRJ009,REV00465,4201764,1947509,1497937.48,43.48,371638,184975,756317.52,2112,83,High,03-07-2025
PRF00466,CLT023,PRJ018,REV00466,425248,327537,21166.36,6.07,736450,463225,76544.64,47223,61,Low,23-02-2026
PRF00467,CLT027,PRJ012,REV00467,2516779,1658837,404921.78,19.62,788976,430769,453020.22,19670,64,Low,02-03-2026
PRF00468,CLT006,PRJ003,REV00468,1933922,1366435,219381.04,13.83,355882,222325,348105.96,31860,91,Low,17-10-2025
PRF00469,CLT024,PRJ008,REV00469,2690871,1318394,888120.22,40.25,663731,178421,484356.78,53427,83,High,14-04-2026
PRF00470,CLT038,PRJ005,REV00470,2233378,1727866,103503.96,5.65,135730,487182,402008.04,56547,41,Low,26-09-2025
PRF00471,CLT011,PRJ003,REV00471,4369269,2857749,725051.58,20.24,528736,380737,786468.42,58950,87,Medium,02-10-2025
PRF00472,CLT028,PRJ010,REV00472,4052255,3089146,233703.1,7.03,411792,308627,729405.9,44710,43,Low,16-11-2025
PRF00473,CLT037,PRJ017,REV00473,4455643,2998244,655383.26,17.94,387150,305137,802015.74,57529,54,Low,17-09-2025
PRF00474,CLT011,PRJ010,REV00474,2226248,1526114,299409.36,16.4,313008,197764,400724.64,74863,67,Low,08-08-2025
PRF00475,CLT029,PRJ017,REV00475,3857164,2161402,1001472.48,31.66,389520,287745,694289.52,82657,87,Medium,18-06-2025
PRF00476,CLT033,PRJ003,REV00476,2690817,1156766,1049703.94,47.57,953403,148096,484347.06,96149,71,High,13-04-2026
PRF00477,CLT019,PRJ005,REV00477,794167,588359,62857.94,9.65,406305,400211,142950.06,63577,71,Low,18-08-2025
PRF00478,CLT026,PRJ020,REV00478,4608481,2852036,926918.42,24.53,234278,455632,829526.58,63404,93,Medium,04-05-2026
PRF00479,CLT032,PRJ020,REV00479,2020148,838428,818093.36,49.39,863559,164791,363626.64,44543,80,High,06-11-2025
PRF00480,CLT003,PRJ010,REV00480,3487748,1859219,1000734.36,34.99,904092,451611,627794.64,72468,44,Medium,02-11-2025
PRF00481,CLT004,PRJ017,REV00481,3087496,2357965,173781.72,6.86,625860,258633,555749.28,63556,42,Low,26-11-2025
PRF00482,CLT011,PRJ010,REV00482,253376,131497,76271.32,36.71,259223,100099,45607.68,96452,77,High,16-10-2025
PRF00483,CLT026,PRJ007,REV00483,2668837,1746438,442008.34,20.2,837022,329552,480390.66,66400,55,Medium,18-10-2025
PRF00484,CLT025,PRJ001,REV00484,3352135,2122541,626209.7,22.78,317770,306802,603384.3,77779,55,Medium,15-10-2025
PRF00485,CLT006,PRJ005,REV00485,4022128,2706512,591632.96,17.94,672091,312047,723983.04,41027,81,Low,28-12-2025
PRF00486,CLT016,PRJ011,REV00486,4101666,2719506,643860.12,19.14,140959,272393,738299.88,64904,50,Low,09-09-2025
PRF00487,CLT034,PRJ016,REV00487,4639282,2732630,1071581.24,28.17,320848,223107,835070.76,97879,86,Medium,19-12-2025
PRF00488,CLT009,PRJ006,REV00488,4025113,1630641,1669951.66,50.6,686317,168504,724520.34,45214,80,High,25-01-2026
PRF00489,CLT001,PRJ007,REV00489,2433938,1834198,161631.16,8.1,715846,388076,438108.84,50193,61,Low,05-11-2025
PRF00490,CLT037,PRJ019,REV00490,2375636,1796768,151253.52,7.76,636561,473223,427614.48,57630,67,Low,09-03-2026
PRF00491,CLT031,PRJ011,REV00491,4247450,3292831,190078,5.46,563100,306950,764541,91108,90,Low,27-05-2026
PRF00492,CLT017,PRJ004,REV00492,3702512,2848540,187519.84,6.18,425468,222203,666452.16,12334,98,Low,24-07-2025
PRF00493,CLT024,PRJ009,REV00493,159005,103367,27017.1,20.72,779003,443523,28620.9,71511,91,Medium,25-10-2025
PRF00494,CLT007,PRJ002,REV00494,291902,197096,42263.64,17.66,989433,215926,52542.36,92970,50,Low,11-03-2026
PRF00495,CLT038,PRJ012,REV00495,168876,120394,18084.32,13.06,387061,343894,30397.68,45964,47,Low,26-06-2025
PRF00496,CLT022,PRJ015,REV00496,772219,605733,27486.58,4.34,977981,406982,138999.42,84189,100,Low,18-07-2025
PRF00497,CLT013,PRJ005,REV00497,497408,298396,109478.56,26.84,465805,454944,89533.44,84125,73,Medium,22-02-2026
PRF00498,CLT029,PRJ006,REV00498,4959206,2792513,1274035.92,31.33,373516,66487,892657.08,15112,73,Medium,17-02-2026
PRF00499,CLT012,PRJ016,REV00499,3969550,2818472,436559,13.41,421153,135325,714519,61189,74,Low,17-03-2026
PRF00500,CLT012,PRJ001,REV00500,3878943,2796393,384340.26,12.08,911673,191222,698209.74,75692,65,Low,15-05-2026
