invoice_id,client_id,project_id,contract_id,invoice_date,due_date,invoice_amount,tax_amount,discount_amount,total_payable,invoice_status,currency,invoice_type
INV00437,CLT036,PRJ003,CON023,03-04-2026,15-05-2026,3669463,660503.34,25419,4329966.34,Overdue,USD,One-time
INV00438,CLT004,PRJ008,CON008,22-05-2026,12-06-2026,1891968,340554.24,28821,2232522.24,Paid,USD,One-time
INV00439,CLT039,PRJ010,CON047,13-10-2025,07-11-2025,76062,13691.16,24555,89753.16,Pending,SGD,One-time
INV00440,CLT005,PRJ006,CON044,26-02-2026,14-04-2026,131653,23697.54,21928,155350.54,Overdue,INR,Milestone
INV00441,CLT017,PRJ016,CON017,01-09-2025,30-09-2025,3105880,559058.4,86424,3664938.4,Overdue,INR,Milestone
INV00442,CLT006,PRJ007,CON059,06-01-2026,27-02-2026,3219033,579425.94,54695,3798458.94,Overdue,SGD,One-time
INV00443,CLT023,PRJ010,CON008,28-05-2025,11-07-2025,119918,21585.24,5367,141503.24,Partial,USD,Milestone
INV00444,CLT001,PRJ002,CON017,09-07-2025,29-07-2025,1205268,216948.24,38116,1422216.24,Partial,INR,Milestone
INV00445,CLT020,PRJ020,CON020,09-11-2025,29-11-2025,1503762,270677.16,38972,1774439.16,Partial,USD,Support
INV00446,CLT033,PRJ012,CON030,11-05-2026,27-06-2026,3021193,543814.74,48904,3565007.74,Paid,USD,Milestone
INV00447,CLT030,PRJ017,CON030,04-07-2025,25-08-2025,505889,91060.02,88396,596949.02,Paid,USD,Subscription
INV00448,CLT010,PRJ010,CON041,13-03-2026,03-04-2026,2657941,478429.38,62094,3136370.38,Partial,SGD,Subscription
INV00449,CLT016,PRJ018,CON017,20-07-2025,22-08-2025,3733688,672063.84,37938,4405751.84,Partial,SGD,Subscription
INV00450,CLT027,PRJ014,CON010,20-06-2025,03-08-2025,284634,51234.12,94773,335868.12,Paid,SGD,Support
INV00451,CLT023,PRJ017,CON025,27-08-2025,22-10-2025,4353734,783672.12,63405,5137406.12,Pending,USD,Support
INV00452,CLT038,PRJ020,CON054,13-09-2025,04-10-2025,3437100,618678,22806,4055778,Paid,USD,Support
INV00453,CLT005,PRJ015,CON049,29-11-2025,14-01-2026,3190041,574207.38,57345,3764248.38,Partial,SGD,One-time
INV00454,CLT007,PRJ007,CON003,24-05-2026,14-07-2026,1229124,221242.32,62093,1450366.32,Paid,USD,One-time
INV00455,CLT005,PRJ019,CON006,06-02-2026,25-02-2026,1116967,201054.06,20691,1318021.06,Pending,INR,One-time
INV00456,CLT008,PRJ019,CON031,26-06-2025,26-07-2025,2256649,406196.82,64691,2662845.82,Paid,INR,Subscription
INV00457,CLT006,PRJ018,CON031,13-07-2025,29-07-2025,1136027,204484.86,25712,1340511.86,Pending,USD,Support
INV00458,CLT028,PRJ014,CON036,28-12-2025,17-01-2026,1205702,217026.36,77151,1422728.36,Pending,INR,Subscription
INV00459,CLT004,PRJ005,CON029,03-10-2025,29-11-2025,1564927,281686.86,10066,1846613.86,Pending,INR,Subscription
INV00460,CLT015,PRJ015,CON046,30-05-2026,10-07-2026,2589390,466090.2,92471,3055480.2,Pending,USD,Support
INV00461,CLT008,PRJ012,CON047,27-03-2026,05-05-2026,1240857,223354.26,39375,1464211.26,Paid,INR,Subscription
INV00462,CLT003,PRJ008,CON014,22-02-2026,10-03-2026,3232025,581764.5,44688,3813789.5,Pending,INR,Support
INV00463,CLT035,PRJ015,CON028,10-02-2026,02-03-2026,4853338,873600.84,32759,5726938.84,Overdue,SGD,One-time
INV00464,CLT039,PRJ001,CON008,09-05-2026,06-06-2026,2624423,472396.14,53557,3096819.14,Paid,USD,Subscription
INV00465,CLT018,PRJ009,CON056,02-07-2025,14-08-2025,4201764,756317.52,76007,4958081.52,Paid,INR,One-time
INV00466,CLT023,PRJ018,CON046,20-02-2026,11-03-2026,425248,76544.64,84133,501792.64,Paid,INR,Support
INV00467,CLT027,PRJ012,CON031,01-03-2026,22-04-2026,2516779,453020.22,93433,2969799.22,Paid,INR,One-time
INV00468,CLT006,PRJ003,CON060,16-10-2025,03-12-2025,1933922,348105.96,57805,2282027.96,Paid,SGD,One-time
INV00469,CLT024,PRJ008,CON030,12-04-2026,04-06-2026,2690871,484356.78,30192,3175227.78,Paid,USD,Support
INV00470,CLT038,PRJ005,CON039,24-09-2025,09-10-2025,2233378,402008.04,21859,2635386.04,Partial,SGD,Subscription
INV00471,CLT011,PRJ003,CON009,02-10-2025,24-11-2025,4369269,786468.42,80822,5155737.42,Partial,SGD,Subscription
INV00472,CLT028,PRJ010,CON049,14-11-2025,23-12-2025,4052255,729405.9,42000,4781660.9,Paid,INR,Support
INV00473,CLT037,PRJ017,CON058,16-09-2025,18-10-2025,4455643,802015.74,75384,5257658.74,Pending,INR,One-time
INV00474,CLT011,PRJ010,CON059,08-08-2025,25-08-2025,2226248,400724.64,70756,2626972.64,Paid,INR,Milestone
INV00475,CLT029,PRJ017,CON009,10-06-2025,17-07-2025,3857164,694289.52,10363,4551453.52,Overdue,USD,Milestone
INV00476,CLT033,PRJ003,CON046,06-04-2026,28-05-2026,2690817,484347.06,49310,3175164.06,Partial,SGD,Milestone
INV00477,CLT019,PRJ005,CON013,13-08-2025,06-10-2025,794167,142950.06,49845,937117.06,Partial,SGD,Milestone
INV00478,CLT026,PRJ020,CON023,01-05-2026,23-05-2026,4608481,829526.58,23094,5438007.58,Pending,USD,Support
INV00479,CLT032,PRJ020,CON027,02-11-2025,13-12-2025,2020148,363626.64,51298,2383774.64,Overdue,INR,Support
INV00480,CLT003,PRJ010,CON029,01-11-2025,17-11-2025,3487748,627794.64,94663,4115542.64,Paid,SGD,Subscription
INV00481,CLT004,PRJ017,CON014,20-11-2025,09-01-2026,3087496,555749.28,96119,3643245.28,Partial,USD,Milestone
INV00482,CLT011,PRJ010,CON020,08-10-2025,27-10-2025,253376,45607.68,66127,298983.68,Paid,USD,Support
INV00483,CLT026,PRJ007,CON054,13-10-2025,24-11-2025,2668837,480390.66,12197,3149227.66,Partial,INR,Milestone
INV00484,CLT025,PRJ001,CON032,07-10-2025,02-12-2025,3352135,603384.3,40712,3955519.3,Overdue,INR,One-time
INV00485,CLT006,PRJ005,CON026,19-12-2025,23-01-2026,4022128,723983.04,90308,4746111.04,Overdue,USD,Support
INV00486,CLT016,PRJ011,CON030,02-09-2025,20-10-2025,4101666,738299.88,98061,4839965.88,Paid,USD,Subscription
INV00487,CLT034,PRJ016,CON009,12-12-2025,05-01-2026,4639282,835070.76,38036,5474352.76,Pending,SGD,Milestone
INV00488,CLT009,PRJ006,CON034,23-01-2026,28-02-2026,4025113,724520.34,12414,4749633.34,Pending,SGD,Subscription
INV00489,CLT001,PRJ007,CON018,05-11-2025,29-11-2025,2433938,438108.84,13497,2872046.84,Overdue,USD,Milestone
INV00490,CLT037,PRJ019,CON039,02-03-2026,26-03-2026,2375636,427614.48,21603,2803250.48,Partial,INR,Support
INV00491,CLT031,PRJ011,CON020,19-05-2026,11-07-2026,4247450,764541,28036,5011991,Overdue,USD,Milestone
INV00492,CLT017,PRJ004,CON036,20-07-2025,15-08-2025,3702512,666452.16,97993,4368964.16,Pending,SGD,Subscription
INV00493,CLT024,PRJ009,CON033,16-10-2025,15-12-2025,159005,28620.9,61709,187625.9,Paid,SGD,Support
INV00494,CLT007,PRJ002,CON024,02-03-2026,06-04-2026,291902,52542.36,12776,344444.36,Partial,INR,One-time
INV00495,CLT038,PRJ012,CON034,17-06-2025,19-07-2025,168876,30397.68,79761,199273.68,Partial,SGD,Milestone
INV00496,CLT022,PRJ015,CON037,09-07-2025,06-08-2025,772219,138999.42,83616,911218.42,Paid,INR,One-time
INV00497,CLT013,PRJ005,CON020,17-02-2026,20-03-2026,497408,89533.44,91430,586941.44,Overdue,INR,Support
INV00498,CLT029,PRJ006,CON003,16-02-2026,07-04-2026,4959206,892657.08,97403,5851863.08,Pending,SGD,One-time
INV00499,CLT012,PRJ016,CON009,10-03-2026,20-04-2026,3969550,714519,62324,4684069,Paid,USD,One-time
INV00500,CLT012,PRJ001,CON029,12-05-2026,15-06-2026,3878943,698209.74,5259,4577152.74,Partial,USD,Milestone
