revenue_id,client_id,client_name,project_id,project_name,invoice_id,contract_id,revenue_period,revenue_date,revenue_amount,currency,revenue_type,revenue_stream,monthly_recurring_revenue_mrr,annual_recurring_revenue_arr,gross_revenue,net_revenue,tax_amount,profit_margin,recognition_date,payment_status,outstanding_amount,collection_days,revenue_growth_percentage,revenue_band,forecast_revenue,upsell_revenue,country,billing_frequency
REV0195,CLT014,Mason-Bishop,PRJ007,Optimize 24/7 Web-Readiness,INV0195,CON053,Jan-25,46050,1308464,USD,Accrued,Recurring,109038.67,1308464,1308464,1072940.48,235523.52,24.64,18-09-2025,Overdue,415479,23,-8.56,Medium,1087698,323842,UK,Quarterly
REV0196,CLT016,"Vance, Deleon and Mathis",PRJ019,Incentivize Next-Generation Content,INV0196,CON044,Oct-25,45981,825186,SGD,Deferred,Recurring,68765.5,825186,825186,676652.52,148533.48,10.36,28-09-2025,Partial,456887,46,38.72,Medium,2980867,111263,India,Annual
REV0197,CLT025,Gonzalez and Sons,PRJ014,Aggregate Best-Of-Breed Applications,INV0197,CON048,Jul-25,45820,1535733,SGD,Deferred,Recurring,127977.75,1535733,1535733,1259301.06,276431.94,13.33,30-09-2025,Paid,27322,47,36.55,Medium,1586048,317914,UK,Annual
REV0198,CLT039,Atkinson-Willis,PRJ002,Seize Distributed Communities,INV0198,CON001,Jan-25,45953,1538067,USD,Accrued,One-time,128172.25,1538067,1538067,1261214.94,276852.06,20.59,15-07-2025,Overdue,351934,52,-3.39,High,272490,304342,USA,Monthly
REV0199,CLT017,Wang LLC,PRJ017,Maximize End-To-End Interfaces,INV0199,CON032,Aug-25,46056,406235,USD,Deferred,Recurring,33852.92,406235,406235,333112.7,73122.3,13.14,31-08-2025,Overdue,74341,38,-4.16,Low,636331,261730,Australia,Quarterly
REV0200,CLT024,Marquez LLC,PRJ014,Optimize Global Content,INV0200,CON019,Jan-25,46047,1992459,USD,Accrued,One-time,166038.25,1992459,1992459,1633816.38,358642.62,28.09,22-08-2025,Overdue,468017,26,5.78,Medium,734450,291333,USA,Annual
REV0201,CLT029,Poole Ltd,PRJ007,Integrate Compelling E-Markets,INV0201,CON010,Nov-25,45968,161615,INR,Recognized,Recurring,13467.92,161615,161615,132524.3,29090.7,11.26,04-07-2025,Pending,85749,64,11.82,Medium,271092,231483,Australia,Quarterly
REV0202,CLT036,"Morris, Bentley and Wall",PRJ015,Re-Contextualize Magnetic E-Tailers,INV0202,CON032,Apr-25,46042,1067537,INR,Accrued,Recurring,88961.42,1067537,1067537,875380.34,192156.66,14.33,12-07-2025,Paid,106815,41,-0.97,Low,2233800,431264,USA,Quarterly
REV0203,CLT037,Frederick Inc,PRJ019,Harness B2C Deliverables,INV0203,CON014,Nov-25,46017,1918341,SGD,Recognized,Recurring,159861.75,1918341,1918341,1573039.62,345301.38,24.57,27-07-2025,Paid,129057,68,23.85,Medium,208893,149045,Australia,Annual
REV0204,CLT008,"Stewart, Clark and Owen",PRJ012,Disintermediate Cross-Platform Applications,INV0204,CON038,Nov-25,46110,876633,INR,Deferred,Recurring,73052.75,876633,876633,718839.06,157793.94,11.01,28-06-2025,Overdue,435525,89,13.99,High,1229603,311534,USA,Annual
REV0205,CLT001,Burgess and Sons,PRJ002,Engage Customized Users,INV0205,CON042,Apr-25,46109,740858,SGD,Deferred,One-time,61738.17,740858,740858,607503.56,133354.44,43.16,05-08-2025,Partial,110817,11,30.08,Medium,1455476,418458,India,Monthly
REV0206,CLT005,"White, Davis and Jennings",PRJ020,Empower Value-Added E-Markets,INV0206,CON025,Sep-25,46146,1197469,INR,Deferred,One-time,99789.08,1197469,1197469,981924.58,215544.42,16.23,30-08-2025,Overdue,46760,7,32.62,Low,1729499,408678,Singapore,Quarterly
REV0207,CLT019,Trevino-Williams,PRJ005,Transform Cutting-Edge E-Commerce,INV0207,CON008,Mar-25,45830,1407209,USD,Deferred,One-time,117267.42,1407209,1407209,1153911.38,253297.62,35.76,16-03-2026,Pending,473817,82,-3.44,High,503120,436235,UK,Quarterly
REV0208,CLT033,"Riley, Martinez and Arnold",PRJ016,Deploy Next-Generation E-Markets,INV0208,CON029,Feb-25,46118,469160,USD,Deferred,One-time,39096.67,469160,469160,384711.2,84448.8,29.71,22-03-2026,Overdue,47302,59,30.55,High,881633,227596,Singapore,Annual
REV0209,CLT028,Hanson-Anthony,PRJ002,Streamline Bricks-And-Clicks Platforms,INV0209,CON033,Jul-25,46083,244924,USD,Deferred,Recurring,20410.33,244924,244924,200837.68,44086.32,32.67,22-03-2026,Partial,487937,68,16.36,High,2300658,44024,USA,Quarterly
REV0210,CLT030,Morrow-Robinson,PRJ003,Synthesize User-Centric Deliverables,INV0210,CON059,May-25,46033,967201,USD,Deferred,Recurring,80600.08,967201,967201,793104.82,174096.18,44.45,14-09-2025,Pending,441208,36,16.15,Medium,2484611,25023,UK,Annual
REV0211,CLT005,"White, Davis and Jennings",PRJ002,Synergize Synergistic Action-Items,INV0211,CON033,May-25,46132,1973721,INR,Accrued,One-time,164476.75,1973721,1973721,1618451.22,355269.78,24.46,26-12-2025,Overdue,346478,77,30.64,Medium,1168961,307006,Singapore,Monthly
REV0212,CLT033,"Riley, Martinez and Arnold",PRJ004,Integrate Leading-Edge Eyeballs,INV0212,CON048,May-25,46062,84117,SGD,Deferred,Recurring,7009.75,84117,84117,68975.94,15141.06,37.52,30-04-2026,Overdue,23728,15,10.81,High,1348424,164598,Singapore,Annual
REV0213,CLT030,Morrow-Robinson,PRJ015,Enable Impactful Users,INV0213,CON040,Mar-25,45900,1638287,USD,Deferred,Recurring,136523.92,1638287,1638287,1343395.34,294891.66,17.39,04-03-2026,Paid,391658,82,2.97,High,545983,227435,UK,Annual
REV0214,CLT002,"Sellers, Robertson and Powers",PRJ013,Empower User-Centric Methodologies,INV0214,CON008,Jul-25,45919,62262,INR,Recognized,One-time,5188.5,62262,62262,51054.84,11207.16,26.11,30-09-2025,Overdue,455491,89,38.29,High,2141462,158754,India,Annual
REV0215,CLT040,Martin-Davis,PRJ013,Syndicate Viral E-Business,INV0215,CON052,Nov-25,46107,806503,USD,Recognized,Recurring,67208.58,806503,806503,661332.46,145170.54,14.73,19-05-2026,Partial,58674,7,24.8,Low,212471,109696,India,Quarterly
REV0216,CLT010,Orozco-Graves,PRJ008,Orchestrate Best-Of-Breed Roi,INV0216,CON028,Jan-25,45956,1412603,SGD,Accrued,Recurring,117716.92,1412603,1412603,1158334.46,254268.54,13.01,04-05-2026,Overdue,77681,65,11.09,Low,796696,473125,UK,Monthly
REV0217,CLT029,Poole Ltd,PRJ016,Architect Innovative Networks,INV0217,CON002,Aug-25,45866,1067216,USD,Accrued,Recurring,88934.67,1067216,1067216,875117.12,192098.88,17.05,30-09-2025,Overdue,26697,47,-9.61,High,1911049,217939,Australia,Quarterly
REV0218,CLT038,Allen LLC,PRJ018,Re-Contextualize Sticky Initiatives,INV0218,CON019,Nov-25,46118,1299566,INR,Deferred,One-time,108297.17,1299566,1299566,1065644.12,233921.88,27.01,22-10-2025,Overdue,121585,12,16.42,Medium,2517610,165596,Australia,Annual
REV0219,CLT005,"White, Davis and Jennings",PRJ014,Orchestrate Dynamic Channels,INV0219,CON057,Nov-25,46057,611719,USD,Recognized,One-time,50976.58,611719,611719,501609.58,110109.42,31.79,16-12-2025,Pending,235051,60,-8.96,Medium,906150,246017,Singapore,Quarterly
REV0220,CLT029,Poole Ltd,PRJ017,Harness Robust Synergies,INV0220,CON015,Jun-25,46128,536755,SGD,Accrued,One-time,44729.58,536755,536755,440139.1,96615.9,42.26,07-09-2025,Overdue,68764,42,26.15,Medium,1848442,436774,Australia,Annual
REV0221,CLT024,Marquez LLC,PRJ016,Brand Scalable Roi,INV0221,CON052,Sep-25,45839,1719275,INR,Accrued,Recurring,143272.92,1719275,1719275,1409805.5,309469.5,19.89,22-07-2025,Paid,349729,66,-3.55,Low,755628,317586,USA,Quarterly
REV0222,CLT007,Bailey Inc,PRJ014,Enable Dynamic Paradigms,INV0222,CON032,Jan-25,45942,1714053,USD,Recognized,Recurring,142837.75,1714053,1714053,1405523.46,308529.54,29.49,25-12-2025,Paid,188107,38,7.85,Low,832806,434083,Australia,Annual
REV0223,CLT003,Montes and Sons,PRJ003,Strategize Leading-Edge E-Business,INV0223,CON022,Aug-25,45859,1742014,USD,Recognized,Recurring,145167.83,1742014,1742014,1428451.48,313562.52,14.22,20-11-2025,Partial,254995,38,39.68,Medium,295774,403751,UK,Annual
REV0224,CLT018,Brown-Smith,PRJ005,Brand Holistic Paradigms,INV0224,CON055,Oct-25,45959,1929714,SGD,Accrued,Recurring,160809.5,1929714,1929714,1582365.48,347348.52,34.72,29-03-2026,Overdue,418899,63,38.13,Low,544142,409810,India,Annual
REV0225,CLT040,Martin-Davis,PRJ004,Deploy Synergistic Channels,INV0225,CON053,Mar-25,45939,1690300,SGD,Recognized,Recurring,140858.33,1690300,1690300,1386046,304254,15.85,12-03-2026,Paid,456586,31,35.55,Low,1325252,371281,India,Quarterly
REV0226,CLT033,"Riley, Martinez and Arnold",PRJ004,Whiteboard Synergistic Bandwidth,INV0226,CON010,Jan-25,45970,1095201,SGD,Deferred,One-time,91266.75,1095201,1095201,898064.82,197136.18,38.67,03-06-2025,Paid,444908,30,11.96,Medium,127630,128616,Singapore,Quarterly
REV0227,CLT022,"Santos, Taylor and Webb",PRJ017,Architect B2B Architectures,INV0227,CON011,Nov-25,46013,651375,INR,Deferred,One-time,54281.25,651375,651375,534127.5,117247.5,35.03,14-01-2026,Overdue,189081,85,23.25,Low,2321514,221103,Australia,Monthly
REV0228,CLT009,Harrison-George,PRJ014,Benchmark Strategic Bandwidth,INV0228,CON027,Mar-25,46040,1731430,USD,Deferred,One-time,144285.83,1731430,1731430,1419772.6,311657.4,43.03,18-10-2025,Overdue,76328,6,25.88,High,391844,44448,Australia,Quarterly
REV0229,CLT021,Rodriguez-Beard,PRJ006,Mesh B2C Communities,INV0229,CON028,Oct-25,45841,892322,INR,Deferred,Recurring,74360.17,892322,892322,731704.04,160617.96,33.11,10-08-2025,Partial,473175,78,-7.11,High,2869757,459178,USA,Annual
REV0230,CLT019,Trevino-Williams,PRJ013,Synergize Next-Generation Bandwidth,INV0230,CON057,Dec-25,45833,929346,SGD,Accrued,One-time,77445.5,929346,929346,762063.72,167282.28,35.25,08-04-2026,Pending,476698,49,-9.6,Medium,2313718,320025,UK,Monthly
REV0231,CLT026,Ross Inc,PRJ007,Matrix Plug-And-Play Web-Readiness,INV0231,CON057,Oct-25,46003,985726,SGD,Accrued,One-time,82143.83,985726,985726,808295.32,177430.68,34.41,05-12-2025,Overdue,406533,30,34.05,Low,255064,281769,Singapore,Quarterly
REV0232,CLT025,Gonzalez and Sons,PRJ005,Seize Bleeding-Edge Platforms,INV0232,CON034,Jun-25,45803,1570642,SGD,Deferred,Recurring,130886.83,1570642,1570642,1287926.44,282715.56,13.25,10-01-2026,Pending,273330,48,27.85,Low,198237,14623,UK,Annual
REV0233,CLT038,Allen LLC,PRJ008,Repurpose Best-Of-Breed Architectures,INV0233,CON054,Jul-25,45997,592512,USD,Accrued,One-time,49376,592512,592512,485859.84,106652.16,44.54,06-04-2026,Paid,383771,12,32.08,Medium,2729784,266075,Australia,Quarterly
REV0234,CLT008,"Stewart, Clark and Owen",PRJ004,Matrix Robust Users,INV0234,CON029,Feb-25,45922,150103,USD,Accrued,Recurring,12508.58,150103,150103,123084.46,27018.54,25.86,17-01-2026,Partial,422255,79,18.28,High,2891395,279596,USA,Annual
REV0235,CLT015,Harper Group,PRJ010,Disintermediate Compelling Systems,INV0235,CON019,May-25,45892,784710,SGD,Accrued,Recurring,65392.5,784710,784710,643462.2,141247.8,35,20-08-2025,Partial,55169,46,15.82,Low,1615265,238189,UK,Monthly
REV0236,CLT010,Orozco-Graves,PRJ014,Implement Intuitive Users,INV0236,CON054,Nov-25,46145,1542418,USD,Recognized,Recurring,128534.83,1542418,1542418,1264782.76,277635.24,12.18,27-02-2026,Partial,249693,32,12.31,Medium,2938799,275909,UK,Quarterly
REV0237,CLT038,Allen LLC,PRJ017,Extend Rich Web Services,INV0237,CON050,Oct-25,46123,1222241,USD,Deferred,One-time,101853.42,1222241,1222241,1002237.62,220003.38,32.28,07-02-2026,Overdue,361243,67,26.59,Medium,783012,75678,Australia,Annual
REV0238,CLT009,Harrison-George,PRJ015,Disintermediate Viral Models,INV0238,CON009,Mar-25,45980,1066624,SGD,Accrued,Recurring,88885.33,1066624,1066624,874631.68,191992.32,34.31,23-09-2025,Overdue,248174,9,27.32,High,1649090,483234,Australia,Monthly
REV0239,CLT039,Atkinson-Willis,PRJ014,Facilitate Rich Roi,INV0239,CON008,Mar-25,45991,1837439,INR,Deferred,One-time,153119.92,1837439,1837439,1506699.98,330739.02,11.41,28-09-2025,Partial,61730,52,5.25,Medium,1371964,154130,USA,Quarterly
REV0240,CLT002,"Sellers, Robertson and Powers",PRJ005,Scale 24/7 Paradigms,INV0240,CON010,Jan-25,46112,1709274,SGD,Deferred,Recurring,142439.5,1709274,1709274,1401604.68,307669.32,42.79,07-01-2026,Pending,466122,41,0.78,High,2150149,1093,India,Monthly
REV0241,CLT036,"Morris, Bentley and Wall",PRJ003,Innovate Value-Added Infrastructures,INV0241,CON056,Dec-25,46007,781169,INR,Deferred,One-time,65097.42,781169,781169,640558.58,140610.42,30.06,24-08-2025,Overdue,472009,48,29.07,Medium,2640530,69630,USA,Monthly
REV0242,CLT033,"Riley, Martinez and Arnold",PRJ015,Empower Web-Enabled Markets,INV0242,CON049,Jun-25,45979,1384753,USD,Accrued,One-time,115396.08,1384753,1384753,1135497.46,249255.54,15.21,26-03-2026,Pending,46826,84,23.23,Medium,1724181,122065,Singapore,Quarterly
REV0243,CLT022,"Santos, Taylor and Webb",PRJ002,Seize World-Class Channels,INV0243,CON043,Jun-25,45820,1184547,USD,Accrued,One-time,98712.25,1184547,1184547,971328.54,213218.46,32.61,25-02-2026,Partial,370780,8,18.6,High,1395402,294148,Australia,Annual
REV0244,CLT008,"Stewart, Clark and Owen",PRJ018,Optimize E-Business Web-Readiness,INV0244,CON006,Sep-25,46137,1400385,INR,Accrued,Recurring,116698.75,1400385,1400385,1148315.7,252069.3,43.51,19-11-2025,Partial,393508,65,15.13,Low,604504,345114,USA,Annual
REV0245,CLT012,Hernandez-Welch,PRJ009,Cultivate Mission-Critical Communities,INV0245,CON051,Oct-25,46044,89790,INR,Recognized,One-time,7482.5,89790,89790,73627.8,16162.2,12.96,14-06-2025,Pending,210657,80,-7.75,Low,1525881,229122,USA,Monthly
REV0246,CLT027,Montoya-Wilson,PRJ017,Exploit Next-Generation Synergies,INV0246,CON021,Nov-25,46162,100451,USD,Deferred,Recurring,8370.92,100451,100451,82369.82,18081.18,14.01,23-12-2025,Paid,284048,26,4.27,Low,1171873,402812,India,Monthly
REV0247,CLT010,Orozco-Graves,PRJ014,Grow Mission-Critical Eyeballs,INV0247,CON044,Oct-25,45999,693394,INR,Recognized,One-time,57782.83,693394,693394,568583.08,124810.92,16.35,07-11-2025,Paid,156250,54,-5.06,Low,1831504,468194,UK,Quarterly
REV0248,CLT017,Wang LLC,PRJ004,Embrace Viral Web Services,INV0248,CON004,Nov-25,46068,837508,INR,Recognized,Recurring,69792.33,837508,837508,686756.56,150751.44,27.25,14-10-2025,Overdue,497736,19,3.46,Medium,2049611,289994,Australia,Quarterly
REV0249,CLT005,"White, Davis and Jennings",PRJ001,Incubate Real-Time Roi,INV0249,CON027,Jun-25,46103,1065381,SGD,Recognized,Recurring,88781.75,1065381,1065381,873612.42,191768.58,19.42,20-12-2025,Paid,129140,76,22.58,Low,1377638,297924,Singapore,Quarterly
REV0250,CLT029,Poole Ltd,PRJ017,Seize Sticky Solutions,INV0250,CON014,Mar-25,46152,225968,INR,Deferred,Recurring,18830.67,225968,225968,185293.76,40674.24,37.37,24-06-2025,Overdue,477884,76,12.59,Low,2048891,434829,Australia,Annual
REV0251,CLT019,Trevino-Williams,PRJ006,Whiteboard Clicks-And-Mortar Eyeballs,INV0251,CON001,Dec-25,46062,1419563,INR,Deferred,One-time,118296.92,1419563,1419563,1164041.66,255521.34,30.93,30-12-2025,Overdue,184244,85,0.64,High,1279905,23847,UK,Monthly
REV0252,CLT035,"Martinez, Haynes and Sandoval",PRJ003,Reinvent Holistic E-Markets,INV0252,CON020,Nov-25,46146,1230867,INR,Deferred,Recurring,102572.25,1230867,1230867,1009310.94,221556.06,39.07,26-10-2025,Pending,460471,60,0.54,High,1435063,463434,Australia,Annual
REV0253,CLT022,"Santos, Taylor and Webb",PRJ009,Engage Out-Of-The-Box E-Business,INV0253,CON049,Jan-25,45850,1382047,SGD,Deferred,One-time,115170.58,1382047,1382047,1133278.54,248768.46,18.61,14-03-2026,Pending,179112,31,12.99,High,1477649,8322,Australia,Annual
REV0254,CLT009,Harrison-George,PRJ001,Engineer Impactful Web-Readiness,INV0254,CON039,Oct-25,46062,1405689,USD,Recognized,Recurring,117140.75,1405689,1405689,1152664.98,253024.02,33.54,17-11-2025,Overdue,291394,67,28.12,High,440362,412774,Australia,Annual
REV0255,CLT005,"White, Davis and Jennings",PRJ001,Transition Best-Of-Breed Web-Readiness,INV0255,CON058,Mar-25,46146,1179629,SGD,Deferred,Recurring,98302.42,1179629,1179629,967295.78,212333.22,22.35,10-11-2025,Overdue,433830,81,7.9,Low,135363,65412,Singapore,Quarterly
REV0256,CLT024,Marquez LLC,PRJ015,Monetize B2C Metrics,INV0256,CON001,Apr-25,45842,454731,INR,Accrued,Recurring,37894.25,454731,454731,372879.42,81851.58,36.54,02-01-2026,Pending,100407,16,30.81,High,1371622,423842,USA,Annual
REV0257,CLT015,Harper Group,PRJ016,Scale Wireless E-Commerce,INV0257,CON024,Feb-25,46072,541274,INR,Deferred,One-time,45106.17,541274,541274,443844.68,97429.32,41.66,16-08-2025,Partial,3741,30,39.21,High,1761305,58167,UK,Quarterly
REV0258,CLT037,Frederick Inc,PRJ016,Embrace Robust Models,INV0258,CON011,Oct-25,45955,1099258,SGD,Recognized,Recurring,91604.83,1099258,1099258,901391.56,197866.44,12.29,04-12-2025,Partial,391104,13,-3.63,High,1056155,461899,Australia,Annual
REV0259,CLT018,Brown-Smith,PRJ001,Re-Contextualize Granular Vortals,INV0259,CON045,Jan-25,46159,452341,SGD,Accrued,One-time,37695.08,452341,452341,370919.62,81421.38,33.82,08-08-2025,Overdue,1024,59,22.05,High,317528,447668,India,Quarterly
REV0260,CLT028,Hanson-Anthony,PRJ014,Syndicate Plug-And-Play Portals,INV0260,CON018,Nov-25,46134,1820712,INR,Accrued,One-time,151726,1820712,1820712,1492983.84,327728.16,27.35,15-05-2026,Paid,463367,33,-7.65,Medium,2333090,235332,USA,Quarterly
REV0261,CLT001,Burgess and Sons,PRJ007,Cultivate Holistic Eyeballs,INV0261,CON022,Mar-25,45994,871787,INR,Accrued,Recurring,72648.92,871787,871787,714865.34,156921.66,44.66,02-09-2025,Partial,361522,59,37.89,Low,925761,86235,India,Quarterly
REV0262,CLT020,"Gilmore, West and Wagner",PRJ004,Maximize Frictionless Applications,INV0262,CON002,Apr-25,45930,181793,USD,Deferred,Recurring,15149.42,181793,181793,149070.26,32722.74,30.74,31-03-2026,Pending,440668,37,2.36,Medium,1099750,178678,Singapore,Monthly
REV0263,CLT022,"Santos, Taylor and Webb",PRJ008,Re-Contextualize 24/7 Web Services,INV0263,CON005,Jan-25,46037,1139837,SGD,Accrued,One-time,94986.42,1139837,1139837,934666.34,205170.66,36.74,22-12-2025,Overdue,303528,20,-5.72,Low,239853,197863,Australia,Quarterly
REV0264,CLT005,"White, Davis and Jennings",PRJ005,Drive Best-Of-Breed Users,INV0264,CON004,Jun-25,46023,1691328,USD,Recognized,One-time,140944,1691328,1691328,1386888.96,304439.04,31.38,28-05-2025,Overdue,34493,18,23.88,High,318955,154621,Singapore,Quarterly
REV0265,CLT026,Ross Inc,PRJ020,Mesh Mission-Critical Supply-Chains,INV0265,CON049,Jan-25,45910,250970,USD,Recognized,Recurring,20914.17,250970,250970,205795.4,45174.6,25.87,19-05-2026,Overdue,416895,59,34,High,524790,178056,Singapore,Annual
REV0266,CLT002,"Sellers, Robertson and Powers",PRJ017,E-Enable World-Class Infrastructures,INV0266,CON022,Dec-25,45813,1002267,SGD,Recognized,Recurring,83522.25,1002267,1002267,821858.94,180408.06,13.59,29-07-2025,Paid,310843,29,35.22,Low,2773297,266809,India,Quarterly
REV0267,CLT023,"Ellison, Lewis and Montoya",PRJ016,Visualize Distributed Portals,INV0267,CON047,Jun-25,46064,932915,SGD,Deferred,Recurring,77742.92,932915,932915,764990.3,167924.7,18.51,06-04-2026,Paid,31714,21,5.58,Medium,2252205,341681,Singapore,Quarterly
REV0268,CLT020,"Gilmore, West and Wagner",PRJ018,Implement Leading-Edge Communities,INV0268,CON050,Oct-25,45945,1274036,INR,Recognized,One-time,106169.67,1274036,1274036,1044709.52,229326.48,20.8,22-05-2026,Pending,152601,52,38.51,High,2559707,344812,Singapore,Annual
REV0269,CLT010,Orozco-Graves,PRJ008,Morph Seamless Systems,INV0269,CON033,Jul-25,46004,170203,SGD,Recognized,One-time,14183.58,170203,170203,139566.46,30636.54,22.03,05-01-2026,Partial,335835,30,29.26,Medium,894214,350151,UK,Quarterly
REV0270,CLT030,Morrow-Robinson,PRJ011,Harness Plug-And-Play E-Commerce,INV0270,CON055,Feb-25,45913,1307792,SGD,Accrued,One-time,108982.67,1307792,1307792,1072389.44,235402.56,31.56,26-03-2026,Overdue,172291,25,-4.76,Low,2180084,115031,UK,Monthly
REV0271,CLT015,Harper Group,PRJ008,Expedite Visionary Relationships,INV0271,CON030,Sep-25,45905,1503788,SGD,Recognized,Recurring,125315.67,1503788,1503788,1233106.16,270681.84,26.83,08-10-2025,Pending,423242,53,0.27,Low,128208,190220,UK,Monthly
REV0272,CLT005,"White, Davis and Jennings",PRJ001,Synthesize Compelling Functionalities,INV0272,CON036,Oct-25,46011,800542,INR,Recognized,One-time,66711.83,800542,800542,656444.44,144097.56,25.41,09-08-2025,Pending,23018,8,-0.04,Medium,830423,114790,Singapore,Quarterly
REV0273,CLT012,Hernandez-Welch,PRJ018,Scale One-To-One Experiences,INV0273,CON016,May-25,45913,762648,INR,Recognized,Recurring,63554,762648,762648,625371.36,137276.64,16.16,01-10-2025,Pending,477442,17,-8.95,High,675641,198664,USA,Annual
REV0274,CLT008,"Stewart, Clark and Owen",PRJ007,Re-Intermediate Innovative Info-Mediaries,INV0274,CON020,Aug-25,45873,759641,USD,Recognized,One-time,63303.42,759641,759641,622905.62,136735.38,38.33,27-04-2026,Partial,493439,72,38.86,High,1919145,460528,USA,Annual
REV0275,CLT005,"White, Davis and Jennings",PRJ005,Productize Mission-Critical Communities,INV0275,CON057,Jul-25,46163,298498,INR,Recognized,Recurring,24874.83,298498,298498,244768.36,53729.64,28.64,21-05-2026,Pending,166698,81,11.48,High,1125715,482876,Singapore,Monthly
REV0276,CLT040,Martin-Davis,PRJ007,Grow B2B E-Commerce,INV0276,CON055,Jan-25,46117,1281711,SGD,Deferred,Recurring,106809.25,1281711,1281711,1051003.02,230707.98,21.47,11-07-2025,Paid,330017,40,33.64,High,2549818,464432,India,Quarterly
REV0277,CLT014,Mason-Bishop,PRJ003,Implement B2C Systems,INV0277,CON051,Nov-25,46045,1575255,USD,Accrued,Recurring,131271.25,1575255,1575255,1291709.1,283545.9,15.86,10-06-2025,Overdue,393901,87,27.56,Medium,2191228,272049,UK,Quarterly
REV0278,CLT012,Hernandez-Welch,PRJ012,Enable Open-Source Roi,INV0278,CON034,Feb-25,46084,724912,SGD,Deferred,One-time,60409.33,724912,724912,594427.84,130484.16,26.58,24-08-2025,Overdue,334551,79,22.49,Low,1020759,469177,USA,Monthly
REV0279,CLT029,Poole Ltd,PRJ008,Facilitate B2B Roi,INV0279,CON026,Sep-25,45996,1860195,INR,Deferred,One-time,155016.25,1860195,1860195,1525359.9,334835.1,41.1,21-08-2025,Partial,490470,52,2.73,Low,663422,394066,Australia,Monthly
REV0280,CLT019,Trevino-Williams,PRJ017,Matrix Interactive E-Markets,INV0280,CON023,Dec-25,45832,982195,INR,Accrued,Recurring,81849.58,982195,982195,805399.9,176795.1,26.28,09-04-2026,Pending,223400,62,13.38,Medium,1641456,421792,UK,Quarterly
REV0281,CLT021,Rodriguez-Beard,PRJ013,Synergize Dot-Com E-Services,INV0281,CON002,Dec-25,45925,622563,INR,Deferred,Recurring,51880.25,622563,622563,510501.66,112061.34,19.3,20-05-2026,Paid,188268,15,4.73,High,2250801,286603,USA,Annual
REV0282,CLT006,Robinson PLC,PRJ009,Engage Synergistic Systems,INV0282,CON060,Mar-25,45982,1698095,INR,Recognized,Recurring,141507.92,1698095,1698095,1392437.9,305657.1,12.5,13-08-2025,Paid,286274,30,6.69,High,1480938,131084,USA,Quarterly
REV0283,CLT018,Brown-Smith,PRJ020,Deliver Customized Relationships,INV0283,CON009,Jul-25,46072,449806,SGD,Accrued,One-time,37483.83,449806,449806,368840.92,80965.08,10.3,26-12-2025,Pending,147768,49,29.16,Medium,1801874,430892,India,Annual
REV0284,CLT001,Burgess and Sons,PRJ017,Benchmark Innovative Convergence,INV0284,CON049,Jul-25,45974,1039864,INR,Deferred,Recurring,86655.33,1039864,1039864,852688.48,187175.52,17.94,05-12-2025,Partial,248742,34,15.79,High,2066031,378803,India,Quarterly
REV0285,CLT022,"Santos, Taylor and Webb",PRJ003,Synthesize Ubiquitous E-Services,INV0285,CON021,Apr-25,45869,1710765,INR,Deferred,One-time,142563.75,1710765,1710765,1402827.3,307937.7,17.34,03-06-2025,Overdue,447188,76,-8.49,Low,2522245,458096,Australia,Monthly
REV0286,CLT020,"Gilmore, West and Wagner",PRJ001,Brand Viral Schemas,INV0286,CON032,Oct-25,45983,1597289,SGD,Deferred,One-time,133107.42,1597289,1597289,1309776.98,287512.02,17.89,07-07-2025,Overdue,359537,56,28.14,High,2354874,157096,Singapore,Quarterly
REV0287,CLT038,Allen LLC,PRJ019,Extend Enterprise Technologies,INV0287,CON051,Nov-25,45893,98737,INR,Recognized,Recurring,8228.08,98737,98737,80964.34,17772.66,44.2,10-05-2026,Pending,297895,85,29.96,High,2507021,454528,Australia,Quarterly
REV0288,CLT025,Gonzalez and Sons,PRJ013,Generate Virtual Supply-Chains,INV0288,CON005,Oct-25,46082,478248,SGD,Deferred,Recurring,39854,478248,478248,392163.36,86084.64,26.62,15-12-2025,Pending,298589,62,21.95,Medium,491083,89875,UK,Monthly
REV0289,CLT036,"Morris, Bentley and Wall",PRJ002,Iterate Impactful Applications,INV0289,CON053,May-25,45842,422529,SGD,Accrued,One-time,35210.75,422529,422529,346473.78,76055.22,10.94,07-11-2025,Partial,36433,54,4.19,Low,1320985,345804,USA,Annual
REV0290,CLT005,"White, Davis and Jennings",PRJ002,Re-Intermediate Wireless Networks,INV0290,CON024,Nov-25,46040,1003498,SGD,Recognized,Recurring,83624.83,1003498,1003498,822868.36,180629.64,21.44,19-02-2026,Overdue,205051,25,39.48,Low,2350047,219369,Singapore,Quarterly
REV0291,CLT005,"White, Davis and Jennings",PRJ007,Extend Bricks-And-Clicks Schemas,INV0291,CON009,Apr-25,45859,865777,INR,Deferred,One-time,72148.08,865777,865777,709937.14,155839.86,38.63,05-08-2025,Overdue,83247,82,18.75,Medium,2564119,106416,Singapore,Annual
REV0292,CLT030,Morrow-Robinson,PRJ007,Strategize Bleeding-Edge E-Markets,INV0292,CON001,Nov-25,46086,627641,INR,Deferred,Recurring,52303.42,627641,627641,514665.62,112975.38,38.86,10-03-2026,Partial,275700,47,35.52,Medium,2030237,242585,UK,Annual
